Crime_ID,Crime_Type,Date,Time,Location_ID,Officer_ID,Status
84,Cybercrime,2024-10-01,14:00,2,50,Solved
85,Cybercrime,2024-07-30,02:00,7,79,Solved
86,Assault,2024-08-04,05:00,3,64,Unsolved
87,Fraud,2024-06-19,08:00,6,20,Unsolved
88,Robbery,2024-01-25,06:00,3,74,Solved
89,Burglary,2024-08-30,15:00,4,100,Solved
90,Theft,2024-05-30,10:00,4,91,Solved
91,Theft,2024-06-05,13:00,8,58,Solved
92,Cybercrime,2024-02-23,19:00,6,48,Solved
93,Robbery,2024-06-07,18:00,3,68,Solved
94,Fraud,2024-04-13,22:00,2,66,Unsolved
95,Robbery,2024-04-22,02:00,1,11,Solved
96,Fraud,2024-08-26,10:00,3,1,Solved
97,Theft,2024-01-22,11:00,1,95,Solved
98,Cybercrime,2024-06-04,07:00,2,8,Solved
99,Burglary,2024-05-13,17:00,7,57,Solved
100,Theft,2024-07-19,11:00,7,12,Solved
101,Theft,2024-03-23,18:00,6,51,Solved
102,Robbery,2024-08-26,09:00,7,16,Unsolved
103,Cybercrime,2024-02-18,08:00,2,32,Solved
104,Fraud,2024-08-24,15:00,1,62,Solved
105,Assault,2024-09-09,19:00,6,56,Solved
106,Theft,2024-12-16,09:00,7,13,Unsolved
107,Robbery,2024-01-25,06:00,1,82,Unsolved
108,Burglary,2024-04-16,18:00,3,62,Solved
109,Theft,2024-06-17,14:00,5,48,Solved
110,Assault,2024-08-23,05:00,3,72,Unsolved
111,Fraud,2024-06-17,19:00,5,36,Unsolved
112,Robbery,2024-06-24,19:00,8,37,Unsolved
113,Robbery,2024-07-31,03:00,5,96,Unsolved
114,Burglary,2024-12-11,03:00,4,98,Unsolved
115,Burglary,2024-09-18,21:00,8,65,Unsolved
116,Burglary,2024-08-28,22:00,7,24,Unsolved
117,Burglary,2024-01-24,13:00,5,93,Unsolved
118,Fraud,2024-07-15,16:00,3,1,Solved
119,Burglary,2024-05-28,21:00,4,66,Solved
120,Burglary,2024-05-21,07:00,6,97,Solved
121,Cybercrime,2024-01-30,17:00,5,90,Solved
122,Robbery,2024-06-05,06:00,7,75,Solved
123,Burglary,2024-08-30,13:00,1,78,Unsolved
124,Fraud,2024-07-01,11:00,6,89,Unsolved
125,Robbery,2024-07-10,20:00,1,88,Unsolved
126,Robbery,2024-08-19,06:00,6,49,Solved
127,Theft,2024-03-01,01:00,2,5,Unsolved
128,Burglary,2024-07-16,09:00,3,57,Solved
129,Burglary,2024-07-30,06:00,8,4,Solved
130,Theft,2024-12-01,21:00,4,74,Unsolved
131,Burglary,2024-04-10,13:00,7,73,Solved
132,Cybercrime,2024-02-22,08:00,5,72,Solved
133,Cybercrime,2024-04-02,09:00,3,14,Solved
134,Assault,2024-12-14,22:00,4,76,Solved
135,Theft,2024-04-06,18:00,8,63,Unsolved
136,Fraud,2024-04-16,16:00,4,43,Solved
137,Fraud,2024-08-17,06:00,1,81,Unsolved
138,Fraud,2024-02-27,02:00,4,32,Solved
139,Theft,2024-02-09,04:00,5,47,Solved
140,Fraud,2024-12-12,01:00,4,71,Unsolved
141,Assault,2024-03-19,19:00,1,30,Unsolved
142,Robbery,2024-03-02,06:00,8,18,Solved
143,Theft,2024-04-16,07:00,4,48,Unsolved
144,Robbery,2024-08-26,21:00,6,38,Unsolved
145,Robbery,2024-11-09,15:00,1,13,Solved
146,Assault,2024-05-13,17:00,3,62,Solved
147,Burglary,2024-07-23,06:00,5,61,Solved
148,Assault,2024-06-02,20:00,6,33,Unsolved
149,Robbery,2024-09-12,06:00,7,58,Unsolved
150,Assault,2024-05-02,14:00,1,33,Solved
151,Fraud,2024-04-03,14:00,8,86,Solved
152,Cybercrime,2024-10-20,08:00,4,23,Unsolved
153,Assault,2024-05-23,04:00,6,10,Unsolved
154,Theft,2024-12-14,08:00,6,44,Unsolved
155,Theft,2024-02-11,05:00,6,100,Solved
156,Fraud,2024-11-15,13:00,5,70,Solved
157,Robbery,2024-09-20,02:00,8,98,Unsolved
158,Assault,2024-05-10,07:00,6,39,Unsolved
159,Theft,2024-06-23,19:00,8,5,Solved
160,Theft,2024-03-16,03:00,6,38,Solved
161,Burglary,2024-06-29,06:00,1,74,Solved
162,Assault,2024-03-07,00:00,8,6,Solved
163,Theft,2024-08-28,23:00,8,34,Unsolved
164,Robbery,2024-06-14,12:00,8,75,Unsolved
165,Burglary,2024-01-26,13:00,5,18,Unsolved
166,Fraud,2024-12-06,07:00,7,9,Solved
167,Burglary,2024-07-11,20:00,5,16,Solved
168,Robbery,2024-05-08,19:00,1,30,Unsolved
169,Cybercrime,2024-02-22,08:00,6,53,Unsolved
170,Robbery,2024-12-03,11:00,2,17,Solved
171,Burglary,2024-02-24,00:00,3,36,Solved
172,Theft,2024-05-07,19:00,5,66,Unsolved
173,Theft,2024-06-12,10:00,2,21,Solved
174,Theft,2024-11-30,08:00,3,99,Solved
175,Robbery,2024-11-12,07:00,3,39,Unsolved
176,Cybercrime,2024-06-27,08:00,7,91,Unsolved
177,Assault,2024-04-10,12:00,3,13,Solved
178,Cybercrime,2024-04-16,13:00,2,5,Unsolved
179,Robbery,2024-08-18,05:00,4,63,Unsolved
180,Assault,2024-05-31,05:00,1,68,Unsolved
181,Fraud,2024-07-12,17:00,7,54,Unsolved
182,Cybercrime,2024-09-13,11:00,6,10,Unsolved
183,Fraud,2024-10-15,12:00,7,26,Unsolved
184,Cybercrime,2024-04-14,05:00,6,22,Solved
185,Robbery,2024-12-12,13:00,3,35,Unsolved
186,Cybercrime,2024-11-27,19:00,1,24,Unsolved
187,Burglary,2024-12-23,00:00,1,21,Solved
188,Robbery,2024-04-24,22:00,6,50,Solved
189,Robbery,2024-01-26,02:00,1,99,Solved
190,Theft,2024-07-02,18:00,1,53,Unsolved
191,Burglary,2024-03-10,22:00,2,98,Solved
192,Fraud,2024-01-06,03:00,8,40,Solved
193,Robbery,2024-09-27,02:00,4,3,Unsolved
194,Cybercrime,2024-08-03,02:00,6,98,Solved
195,Burglary,2024-01-03,04:00,5,50,Solved
196,Robbery,2024-04-01,16:00,2,99,Solved
197,Fraud,2024-03-05,14:00,4,21,Solved
198,Burglary,2024-09-05,08:00,1,7,Unsolved
199,Theft,2024-08-14,13:00,4,70,Unsolved
200,Cybercrime,2024-03-28,14:00,1,32,Solved
201,Cybercrime,2024-01-25,00:00,4,4,Solved
202,Fraud,2024-04-25,22:00,7,96,Solved
203,Assault,2024-09-27,18:00,8,32,Solved
204,Burglary,2024-11-29,20:00,7,12,Unsolved
205,Fraud,2024-08-28,10:00,4,22,Unsolved
206,Theft,2024-10-15,20:00,8,42,Solved
207,Cybercrime,2024-12-13,23:00,4,2,Unsolved
208,Assault,2024-08-29,13:00,7,59,Solved
209,Robbery,2024-12-27,19:00,4,86,Unsolved
210,Assault,2024-07-30,23:00,6,99,Solved
211,Burglary,2024-05-28,08:00,5,23,Solved
212,Burglary,2024-07-18,05:00,1,43,Solved
213,Assault,2024-06-04,02:00,6,9,Unsolved
214,Fraud,2024-06-14,12:00,2,21,Unsolved
215,Theft,2024-08-11,17:00,6,71,Solved
216,Fraud,2024-12-23,02:00,1,55,Solved
217,Robbery,2024-09-29,05:00,5,52,Solved
218,Theft,2024-11-06,11:00,4,15,Solved
219,Fraud,2024-08-12,09:00,4,77,Solved
220,Robbery,2024-09-03,11:00,1,3,Solved
221,Burglary,2024-11-04,08:00,6,63,Unsolved
222,Robbery,2024-09-02,13:00,2,76,Unsolved
223,Burglary,2024-09-18,19:00,1,28,Unsolved
224,Theft,2024-04-20,20:00,1,8,Unsolved
225,Cybercrime,2024-03-07,13:00,8,42,Solved
226,Cybercrime,2024-09-06,18:00,3,22,Solved
227,Robbery,2024-08-10,15:00,6,44,Unsolved
228,Fraud,2024-06-27,04:00,3,20,Solved
229,Fraud,2024-01-03,13:00,6,80,Unsolved
230,Robbery,2024-03-30,21:00,5,74,Unsolved
231,Assault,2024-02-02,23:00,5,94,Solved
232,Fraud,2024-08-05,01:00,1,39,Solved
233,Cybercrime,2024-12-07,08:00,3,39,Unsolved
234,Assault,2024-06-13,20:00,1,44,Solved
235,Assault,2024-03-07,13:00,5,10,Unsolved
236,Assault,2024-09-06,13:00,3,2,Solved
237,Theft,2024-11-25,19:00,4,88,Solved
238,Cybercrime,2024-01-12,15:00,5,18,Solved
239,Cybercrime,2024-02-22,00:00,5,15,Solved
240,Robbery,2024-04-25,01:00,1,58,Solved
241,Robbery,2024-08-09,23:00,4,94,Unsolved
242,Fraud,2024-07-31,17:00,5,20,Unsolved
243,Fraud,2024-09-08,01:00,4,42,Solved
244,Burglary,2024-05-15,02:00,5,43,Solved
245,Assault,2024-08-26,08:00,2,79,Unsolved
246,Robbery,2024-07-16,03:00,1,96,Solved
247,Theft,2024-07-04,19:00,1,42,Solved
248,Theft,2024-03-30,12:00,6,81,Solved
249,Burglary,2024-12-04,04:00,3,23,Unsolved
250,Fraud,2024-05-04,08:00,4,40,Unsolved
251,Robbery,2024-03-08,13:00,4,88,Unsolved
252,Assault,2024-04-15,12:00,3,8,Solved
253,Burglary,2024-12-05,14:00,7,29,Solved
254,Assault,2024-07-21,13:00,1,32,Unsolved
255,Assault,2024-11-15,02:00,4,4,Solved
256,Fraud,2024-11-24,06:00,6,95,Unsolved
257,Cybercrime,2024-09-25,04:00,1,77,Unsolved
258,Cybercrime,2024-12-27,11:00,6,15,Unsolved
259,Robbery,2024-01-25,04:00,4,68,Solved
260,Cybercrime,2024-07-30,01:00,7,56,Solved
261,Theft,2024-08-15,19:00,7,69,Unsolved
262,Burglary,2024-01-23,22:00,8,94,Unsolved
263,Theft,2024-06-17,04:00,6,52,Unsolved
264,Robbery,2024-12-09,18:00,5,35,Unsolved
265,Fraud,2024-03-18,09:00,5,42,Unsolved
266,Burglary,2024-01-22,02:00,4,28,Solved
267,Cybercrime,2024-05-23,19:00,7,18,Solved
268,Assault,2024-07-02,16:00,5,27,Unsolved
269,Assault,2024-07-15,09:00,5,65,Solved
270,Robbery,2024-07-29,14:00,1,51,Unsolved
271,Robbery,2024-09-24,15:00,6,54,Unsolved
272,Theft,2024-06-13,14:00,1,84,Unsolved
273,Fraud,2024-07-04,12:00,5,22,Solved
274,Assault,2024-01-28,22:00,3,9,Unsolved
275,Burglary,2024-07-26,10:00,3,10,Solved
276,Theft,2024-05-20,19:00,8,13,Unsolved
277,Assault,2024-05-09,00:00,2,17,Unsolved
278,Theft,2024-07-10,10:00,6,74,Solved
279,Cybercrime,2024-12-24,21:00,1,26,Unsolved
280,Fraud,2024-03-26,07:00,3,64,Unsolved
281,Fraud,2024-09-11,21:00,1,12,Solved
282,Robbery,2024-07-27,11:00,4,48,Unsolved
283,Burglary,2024-05-03,04:00,7,20,Solved
284,Fraud,2024-03-25,17:00,4,75,Unsolved
285,Fraud,2024-06-04,22:00,2,26,Unsolved
286,Fraud,2024-08-09,11:00,5,43,Solved
287,Theft,2024-05-15,17:00,5,44,Solved
288,Cybercrime,2024-09-27,20:00,7,98,Solved
289,Fraud,2024-11-27,16:00,3,81,Solved
290,Theft,2024-01-13,15:00,7,55,Unsolved
291,Robbery,2024-09-12,21:00,3,83,Solved
292,Cybercrime,2024-03-02,22:00,5,39,Unsolved
293,Assault,2024-12-27,23:00,5,20,Solved
294,Cybercrime,2024-10-03,07:00,6,7,Unsolved
295,Theft,2024-06-14,09:00,2,5,Unsolved
296,Fraud,2024-03-03,10:00,6,94,Unsolved
297,Burglary,2024-07-13,20:00,1,58,Solved
298,Theft,2024-11-09,19:00,2,4,Solved
299,Robbery,2024-07-19,15:00,2,91,Solved
300,Burglary,2024-09-18,14:00,5,91,Unsolved
301,Burglary,2024-05-06,06:00,3,10,Solved
302,Burglary,2024-05-07,19:00,6,6,Solved
303,Theft,2024-01-01,06:00,7,93,Solved
304,Burglary,2024-09-15,23:00,5,57,Solved
305,Assault,2024-08-21,21:00,1,99,Unsolved
306,Fraud,2024-05-12,00:00,1,100,Unsolved
307,Theft,2024-03-05,22:00,1,71,Solved
308,Assault,2024-02-05,10:00,3,92,Unsolved
309,Robbery,2024-05-12,19:00,6,30,Solved
310,Fraud,2024-11-27,07:00,8,53,Solved
311,Burglary,2024-03-21,13:00,7,45,Unsolved
312,Robbery,2024-01-15,09:00,4,87,Unsolved
313,Cybercrime,2024-01-03,03:00,2,5,Solved
314,Robbery,2024-11-06,01:00,2,37,Unsolved
315,Fraud,2024-08-04,02:00,4,11,Unsolved
316,Assault,2024-05-08,20:00,4,87,Unsolved
317,Fraud,2024-11-11,10:00,1,84,Solved
318,Cybercrime,2024-07-09,01:00,7,23,Solved
319,Theft,2024-09-14,15:00,1,55,Solved
320,Cybercrime,2024-08-07,16:00,2,50,Unsolved
321,Burglary,2024-11-19,06:00,1,85,Solved
322,Cybercrime,2024-04-21,21:00,3,100,Unsolved
323,Burglary,2024-05-04,22:00,2,4,Solved
324,Fraud,2024-12-03,19:00,8,54,Unsolved
325,Theft,2024-09-08,04:00,1,27,Unsolved
326,Theft,2024-12-05,20:00,8,33,Solved
327,Theft,2024-02-14,06:00,2,1,Solved
328,Theft,2024-04-23,04:00,4,16,Unsolved
329,Fraud,2024-08-13,22:00,5,79,Unsolved
330,Robbery,2024-11-01,09:00,5,54,Unsolved
331,Theft,2024-02-17,08:00,4,29,Unsolved
332,Robbery,2024-11-24,05:00,6,25,Unsolved
333,Assault,2024-02-29,04:00,2,83,Solved
334,Fraud,2024-04-03,15:00,7,16,Unsolved
335,Assault,2024-03-23,17:00,7,59,Unsolved
336,Fraud,2024-12-02,06:00,2,26,Solved
337,Robbery,2024-12-14,23:00,5,67,Unsolved
338,Assault,2024-08-30,12:00,4,1,Solved
339,Burglary,2024-05-18,20:00,6,61,Unsolved
340,Cybercrime,2024-12-09,03:00,7,86,Unsolved
341,Assault,2024-11-17,03:00,1,68,Solved
342,Cybercrime,2024-04-19,04:00,8,18,Solved
343,Assault,2024-04-05,08:00,4,50,Unsolved
344,Fraud,2024-03-14,18:00,5,80,Unsolved
345,Robbery,2024-12-17,12:00,8,74,Unsolved
346,Assault,2024-10-17,04:00,7,19,Solved
347,Theft,2024-11-02,13:00,5,41,Solved
348,Fraud,2024-11-03,11:00,4,92,Unsolved
349,Cybercrime,2024-08-17,04:00,8,78,Unsolved
350,Assault,2024-07-29,19:00,8,95,Unsolved
351,Fraud,2024-06-28,01:00,5,62,Solved
352,Theft,2024-06-01,16:00,2,81,Solved
353,Theft,2024-07-02,08:00,8,84,Solved
354,Cybercrime,2024-11-20,22:00,3,4,Solved
355,Burglary,2024-09-10,21:00,7,2,Unsolved
356,Robbery,2024-02-07,23:00,3,45,Unsolved
357,Assault,2024-02-27,10:00,6,38,Solved
358,Cybercrime,2024-08-13,21:00,5,63,Unsolved
359,Theft,2024-03-28,18:00,8,63,Unsolved
360,Robbery,2024-08-29,06:00,1,22,Unsolved
361,Theft,2024-02-14,23:00,6,25,Unsolved
362,Burglary,2024-07-04,10:00,6,97,Unsolved
363,Fraud,2024-10-10,04:00,8,60,Unsolved
364,Robbery,2024-09-03,22:00,6,8,Solved
365,Burglary,2024-02-25,08:00,6,58,Unsolved
366,Fraud,2024-03-04,03:00,3,97,Unsolved
367,Robbery,2024-07-27,17:00,7,79,Solved
368,Fraud,2024-02-26,18:00,4,28,Unsolved
369,Robbery,2024-06-03,21:00,8,32,Solved
370,Theft,2024-02-23,13:00,7,97,Solved
371,Theft,2024-08-28,00:00,4,46,Solved
372,Cybercrime,2024-06-15,22:00,3,38,Solved
373,Robbery,2024-07-05,18:00,1,59,Unsolved
374,Fraud,2024-02-13,09:00,1,43,Solved
375,Fraud,2024-04-15,10:00,6,29,Solved
376,Robbery,2024-01-20,07:00,5,96,Solved
377,Fraud,2024-03-16,10:00,3,21,Solved
378,Burglary,2024-10-20,09:00,5,23,Unsolved
379,Cybercrime,2024-06-11,15:00,3,40,Solved
380,Theft,2024-05-07,09:00,5,2,Solved
381,Theft,2024-02-28,21:00,3,1,Solved
382,Robbery,2024-05-09,11:00,6,13,Solved
383,Burglary,2024-10-23,13:00,7,28,Unsolved
384,Robbery,2024-07-05,03:00,5,6,Solved
385,Burglary,2024-10-07,06:00,2,55,Solved
386,Burglary,2024-06-01,20:00,8,66,Solved
387,Robbery,2024-04-29,03:00,7,26,Solved
388,Theft,2024-07-30,13:00,1,8,Unsolved
389,Cybercrime,2024-09-07,01:00,5,6,Solved
390,Burglary,2024-12-16,19:00,2,59,Unsolved
391,Cybercrime,2024-10-10,04:00,6,99,Unsolved
392,Assault,2024-05-22,01:00,1,20,Solved
393,Robbery,2024-11-30,19:00,5,68,Solved
394,Robbery,2024-06-13,08:00,8,62,Solved
395,Burglary,2024-01-25,13:00,6,30,Solved
396,Fraud,2024-02-26,00:00,1,98,Unsolved
397,Fraud,2024-02-01,15:00,3,90,Unsolved
398,Fraud,2024-06-05,19:00,7,62,Unsolved
399,Fraud,2024-09-09,09:00,3,50,Solved
400,Fraud,2024-11-28,20:00,2,96,Unsolved
401,Theft,2024-05-10,06:00,1,52,Solved
402,Fraud,2024-11-12,21:00,2,73,Unsolved
403,Assault,2024-02-29,13:00,1,12,Unsolved
404,Cybercrime,2024-11-24,04:00,7,74,Solved
405,Fraud,2024-06-17,14:00,2,43,Solved
406,Burglary,2024-05-23,09:00,6,99,Solved
407,Cybercrime,2024-02-07,19:00,7,79,Unsolved
408,Theft,2024-07-29,18:00,1,98,Unsolved
409,Theft,2024-07-07,06:00,5,83,Unsolved
410,Cybercrime,2024-04-10,11:00,5,60,Unsolved
411,Cybercrime,2024-11-12,01:00,6,67,Solved
412,Cybercrime,2024-03-23,17:00,5,34,Unsolved
413,Assault,2024-01-09,05:00,4,7,Unsolved
414,Assault,2024-12-07,09:00,8,39,Solved
415,Burglary,2024-10-22,14:00,5,11,Solved
416,Burglary,2024-08-21,00:00,1,17,Unsolved
417,Cybercrime,2024-09-26,00:00,3,33,Solved
418,Burglary,2024-03-02,18:00,4,14,Unsolved
419,Assault,2024-06-17,09:00,1,86,Solved
420,Burglary,2024-03-14,03:00,7,39,Unsolved
421,Burglary,2024-07-21,21:00,8,16,Unsolved
422,Burglary,2024-07-15,04:00,1,91,Solved
423,Assault,2024-01-25,02:00,2,2,Unsolved
424,Burglary,2024-10-08,01:00,6,48,Unsolved
425,Theft,2024-02-03,08:00,4,96,Solved
426,Robbery,2024-01-19,12:00,5,63,Unsolved
427,Cybercrime,2024-11-30,18:00,4,69,Solved
428,Theft,2024-05-06,00:00,6,36,Unsolved
429,Cybercrime,2024-10-29,01:00,1,2,Unsolved
430,Cybercrime,2024-07-25,03:00,4,85,Solved
431,Fraud,2024-09-20,19:00,8,76,Solved
432,Robbery,2024-11-29,06:00,1,38,Solved
433,Robbery,2024-02-08,23:00,6,57,Solved
434,Fraud,2024-02-19,00:00,2,62,Unsolved
435,Theft,2024-01-15,18:00,4,27,Solved
436,Burglary,2024-09-30,00:00,4,14,Solved
437,Cybercrime,2024-02-15,09:00,2,79,Solved
438,Fraud,2024-07-04,23:00,3,27,Unsolved
439,Robbery,2024-12-30,08:00,2,31,Solved
440,Cybercrime,2024-04-29,12:00,2,46,Unsolved
441,Theft,2024-11-29,01:00,4,72,Solved
442,Robbery,2024-06-03,06:00,6,96,Unsolved
443,Cybercrime,2024-10-14,15:00,7,81,Unsolved
444,Fraud,2024-04-23,02:00,7,15,Unsolved
445,Burglary,2024-05-07,16:00,1,88,Unsolved
446,Robbery,2024-01-24,20:00,2,39,Solved
447,Fraud,2024-10-20,03:00,8,57,Solved
448,Robbery,2024-02-12,06:00,1,90,Unsolved
449,Assault,2024-08-09,00:00,2,16,Solved
450,Burglary,2024-03-30,12:00,6,76,Solved
451,Robbery,2024-07-28,06:00,4,32,Solved
452,Burglary,2024-06-03,19:00,2,55,Unsolved
453,Theft,2024-02-16,13:00,5,59,Solved
454,Burglary,2024-04-19,17:00,2,41,Unsolved
455,Theft,2024-10-07,23:00,2,35,Solved
456,Robbery,2024-06-16,22:00,4,70,Solved
457,Burglary,2024-02-09,20:00,5,31,Solved
458,Theft,2024-05-14,06:00,8,3,Unsolved
459,Cybercrime,2024-12-28,07:00,3,14,Unsolved
460,Burglary,2024-03-09,19:00,4,89,Solved
461,Assault,2024-04-22,08:00,4,17,Unsolved
462,Robbery,2024-02-09,06:00,4,33,Unsolved
463,Robbery,2024-10-29,23:00,4,17,Unsolved
464,Cybercrime,2024-10-04,18:00,1,91,Solved
465,Fraud,2024-11-19,23:00,7,60,Solved
466,Cybercrime,2024-03-14,13:00,5,64,Unsolved
467,Cybercrime,2024-08-16,06:00,5,30,Unsolved
468,Fraud,2024-01-25,23:00,8,94,Solved
469,Robbery,2024-07-18,13:00,6,74,Unsolved
470,Fraud,2024-02-02,03:00,4,35,Unsolved
471,Assault,2024-09-25,22:00,4,29,Unsolved
472,Fraud,2024-12-08,21:00,4,56,Unsolved
473,Burglary,2024-05-15,08:00,8,72,Solved
474,Assault,2024-09-15,22:00,3,46,Unsolved
475,Cybercrime,2024-08-16,23:00,5,50,Solved
476,Cybercrime,2024-01-21,06:00,2,42,Solved
477,Burglary,2024-03-26,16:00,1,41,Unsolved
478,Burglary,2024-04-04,15:00,4,45,Solved
479,Theft,2024-09-30,06:00,5,96,Unsolved
480,Robbery,2024-09-30,01:00,7,5,Unsolved
481,Burglary,2024-06-20,00:00,8,58,Unsolved
482,Burglary,2024-06-29,09:00,8,12,Solved
483,Cybercrime,2024-04-05,01:00,4,55,Solved
484,Burglary,2024-10-08,05:00,6,24,Solved
485,Burglary,2024-04-13,16:00,7,46,Unsolved
486,Theft,2024-08-05,05:00,2,61,Solved
487,Fraud,2024-06-28,01:00,6,7,Unsolved
488,Burglary,2024-03-08,00:00,2,38,Unsolved
489,Cybercrime,2024-06-24,11:00,5,72,Solved
490,Assault,2024-05-07,12:00,3,44,Unsolved
491,Cybercrime,2024-07-18,19:00,6,8,Solved
492,Burglary,2024-01-09,20:00,3,20,Solved
493,Fraud,2024-04-24,18:00,5,44,Unsolved
494,Cybercrime,2024-11-08,06:00,8,30,Solved
495,Burglary,2024-05-17,22:00,2,62,Unsolved
496,Fraud,2024-02-16,22:00,2,67,Unsolved
497,Cybercrime,2024-11-17,12:00,6,65,Unsolved
498,Fraud,2024-04-30,21:00,3,21,Solved
499,Theft,2024-07-09,18:00,8,36,Unsolved
500,Robbery,2024-10-04,19:00,7,75,Solved
501,Theft,2024-09-26,13:00,2,2,Solved
502,Assault,2024-10-10,12:00,8,97,Unsolved
503,Burglary,2024-06-09,11:00,5,78,Solved
504,Theft,2024-08-09,13:00,3,26,Unsolved
505,Theft,2024-04-14,06:00,1,49,Unsolved
506,Theft,2024-09-27,11:00,6,91,Unsolved
507,Assault,2024-02-22,13:00,2,88,Unsolved
508,Fraud,2024-08-27,06:00,1,95,Solved
509,Robbery,2024-12-05,18:00,3,41,Solved
510,Robbery,2024-09-03,08:00,1,100,Unsolved
511,Fraud,2024-08-24,23:00,6,81,Solved
512,Theft,2024-08-05,12:00,3,44,Unsolved
513,Assault,2024-01-25,19:00,5,49,Solved
514,Theft,2024-02-27,21:00,8,29,Solved
515,Theft,2024-05-20,02:00,8,59,Unsolved
516,Cybercrime,2024-01-19,01:00,7,14,Solved
